name,status,market,category_list,country_code,state_code,region,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,angel,round_A,round_B,round_C,days_to_first_check,time_between_rounds
Oakland Single Parents' Network,closed, Curated Web ,|Curated Web|,USA,CA,SF Bay Area,5000.0,1.0,2010-03-15,2011-01-01,2011-01-01,5000.0,0.0,0.0,0.0,0.0,0.0,292.0,0
Obatech,operating, Big Data ,|Emerging Markets|Big Data|Pharmaceuticals|Health and Wellness|Analytics|,Unknown,Non-US/Unknown,Unknown,11700.0,1.0,2013-03-01,2013-08-29,2013-08-29,11700.0,0.0,0.0,0.0,0.0,0.0,181.0,0
Obeo Health,operating, Health and Wellness ,|Health and Wellness|Hospitals|Health Care|,USA,CA,SF Bay Area,100000.0,1.0,2014-03-02,2014-04-01,2014-04-01,100000.0,0.0,0.0,0.0,0.0,0.0,30.0,0
Objective Logistics,operating, Big Data ,|Analytics|Big Data|Software|,USA,MA,Boston,9000000.0,4.0,2009-01-01,2010-11-19,2013-07-18,800000.0,6800000.0,0.0,5300000.0,0.0,0.0,687.0,972
OBOOK,operating, Local Businesses ,|Local Businesses|Maps|Location Based Services|Networking|Mobile|E-Books|Software|,TWN,Non-US/Unknown,Taiwan,275000.0,3.0,2010-09-01,2010-09-01,2012-11-01,100000.0,0.0,175000.0,0.0,0.0,0.0,0.0,792
Obsorb,operating, Software ,|Software|,USA,MO,St. Louis,150000.0,2.0,2011-02-01,2011-05-01,2011-06-20,40000.0,0.0,110000.0,0.0,0.0,0.0,89.0,50
Obvious Engineering,operating, Consumer Goods ,|Consumer Goods|Machine Learning|Mobile|New Product Development|Computer Vision|,GBR,Non-US/Unknown,London,150000.0,2.0,2013-01-01,2014-01-14,2014-02-01,150000.0,0.0,0.0,0.0,0.0,0.0,378.0,18
Obviousidea,operating, Software ,|Software|,FRA,Non-US/Unknown,Toulouse,691250.0,1.0,2011-03-01,2011-03-01,2011-03-01,691250.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ocean's Halo,operating, Health Care ,|Consumer Goods|Health Care|,USA,CA,SF Bay Area,1700000.0,1.0,2011-01-01,2013-11-12,2013-11-12,1700000.0,0.0,0.0,0.0,0.0,0.0,1046.0,0
Oceana,operating, Nonprofits ,|Nonprofits|,USA,DC,"Washington, D.C.",3040000.0,2.0,2001-01-01,2014-02-20,2014-06-01,40000.0,0.0,0.0,0.0,0.0,0.0,4798.0,101
OceanTailer,operating, Customer Service ,|Customer Service|Retail|E-Commerce|,USA,OH,Akron - Canton,540000.0,2.0,2014-01-01,2014-01-01,2014-01-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ocho,operating, Social Network Media ,|Social Network Media|Social Media|Video|Mobile|,USA,NY,New York City,1650000.0,1.0,2012-12-25,2014-11-11,2014-11-11,1650000.0,0.0,0.0,0.0,0.0,0.0,686.0,0
Octane Lending,operating, Software ,|Financial Services|Software|,USA,NY,New York City,635000.0,3.0,2013-11-01,2013-12-01,2014-07-08,635000.0,0.0,0.0,0.0,0.0,0.0,30.0,219
Octopart,operating, Search ,|Search|,Unknown,Non-US/Unknown,Unknown,374999.0,2.0,2006-12-01,2007-03-05,2008-05-12,374999.0,0.0,0.0,0.0,0.0,0.0,94.0,434
Octopus Deploy,operating, Software ,|Software|,AUS,Non-US/Unknown,AUS - Other,2000000.0,1.0,2011-01-01,2014-10-02,2014-10-02,2000000.0,0.0,0.0,0.0,0.0,0.0,1370.0,0
"Octovis, Inc.",operating, Health Care ,|Health Care|Augmented Reality|Mobile|Google Glass|Hospitals|Health Care Information Technology|Healthcare Services|,USA,TN,Nashville,150000.0,1.0,2014-03-01,2014-07-01,2014-07-01,150000.0,0.0,0.0,0.0,0.0,0.0,122.0,0
Ocutec,operating, Material Science ,|Advanced Materials|Material Science|,GBR,Non-US/Unknown,Bellshill,848882.0,1.0,2001-01-01,2014-06-17,2014-06-17,848882.0,0.0,0.0,0.0,0.0,0.0,4915.0,0
Oddslife,operating, Social Games ,|Sports|Social Games|Games|,GBR,Non-US/Unknown,London,983788.0,2.0,2009-09-01,2011-12-01,2013-06-01,268320.0,0.0,715468.0,0.0,0.0,0.0,821.0,548
Odeeo,operating, Audio ,|Entertainment|Audio|Social Media|,Unknown,Non-US/Unknown,Unknown,100000.0,1.0,2013-02-01,2013-02-02,2013-02-02,100000.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Odimax,operating, Analytics ,|Social Media Monitoring|Social Media|Analytics|,GBR,Non-US/Unknown,London,159000.0,2.0,2011-03-10,2011-09-01,2012-02-01,159000.0,0.0,0.0,0.0,0.0,0.0,175.0,153
Ofercity,closed, Curated Web ,|Retail|Curated Web|,MEX,Non-US/Unknown,MEX - Other,30000.0,1.0,2010-06-26,2010-06-26,2010-06-26,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OFERTALDIA,operating, Local ,|Local|E-Commerce|,SVN,Non-US/Unknown,SVN - Other,180000.0,1.0,2011-02-01,2012-06-01,2012-06-01,180000.0,0.0,0.0,0.0,0.0,0.0,486.0,0
Off Track Planet,operating, Travel ,|Mobile|Digital Media|Travel|,USA,NY,New York City,700000.0,2.0,2009-07-15,2011-07-05,2013-12-06,700000.0,0.0,0.0,0.0,0.0,0.0,720.0,885
Offees,operating, Retail ,|Retail|Storage|Industrial|Real Estate|,FRA,Non-US/Unknown,Paris,143140.0,1.0,2009-09-01,2009-09-01,2009-09-01,143140.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Offerboard,operating, Finance ,|Finance|,Unknown,Non-US/Unknown,Unknown,1250000.0,1.0,2013-06-12,2013-06-17,2013-06-17,1250000.0,0.0,0.0,0.0,0.0,0.0,5.0,0
Offerboxx,operating, Contests ,|Lead Generation|Marketing Automation|Contests|Surveys|Promotional|Software|,Unknown,Non-US/Unknown,Unknown,40000.0,1.0,2013-08-29,2013-09-01,2013-09-01,40000.0,0.0,0.0,0.0,0.0,0.0,3.0,0
Offerial,operating, Online Reservations ,|Personalization|E-Commerce|Online Reservations|Travel|Hospitality|Hotels|Artificial Intelligence|Machine Learning|Big Data|Analytics|,GRC,Non-US/Unknown,Athens,118956.0,1.0,2012-09-01,2013-09-01,2013-09-01,118956.0,0.0,0.0,0.0,0.0,0.0,365.0,0
OfferLounge,closed, Public Relations ,|Advertising|Promotional|Discounts|Public Relations|,USA,CA,SF Bay Area,120000.0,1.0,2008-01-01,2008-01-01,2008-01-01,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Offermobi,acquired, Advertising ,|Advertising|,USA,NY,New York City,1000000.0,1.0,2010-01-01,2011-02-01,2011-02-01,1000000.0,0.0,0.0,0.0,0.0,0.0,396.0,0
OfferSavvy,operating, Advertising ,|Advertising|Natural Language Processing|Artificial Intelligence|Discounts|Social Commerce|Loyalty Programs|Incentives|E-Commerce|Curated Web|,USA,MN,Minneapolis,1300000.0,4.0,2012-06-01,2013-10-23,2014-05-27,1050000.0,0.0,250000.0,0.0,0.0,0.0,509.0,216
Offline Media,operating, Software ,|Software|,USA,NC,Raleigh,210000.0,3.0,2012-01-01,2012-08-27,2014-05-08,110000.0,100000.0,0.0,0.0,0.0,0.0,239.0,619
Ogone,acquired, E-Commerce ,|Payments|E-Commerce|,BEL,Non-US/Unknown,Brussels,500000.0,2.0,1996-01-01,2000-01-01,2010-05-17,500000.0,0.0,0.0,0.0,0.0,0.0,1461.0,3789
Ogorod,closed, Social Media ,|Location Based Services|Interest Graph|Social Media|,RUS,Non-US/Unknown,Moscow,1400000.0,2.0,2009-03-08,2009-03-08,2011-09-13,400000.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,919
Oh My Glasses,operating, E-Commerce ,|E-Commerce|,JPN,Non-US/Unknown,Tokyo,13670000.0,3.0,2011-01-01,2011-12-15,2014-08-02,520000.0,13150000.0,0.0,2150000.0,11000000.0,0.0,348.0,961
OHK Labs,operating, Android ,|Android|iPhone|Mobile|Sports|,USA,FL,Palm Beaches,100000.0,1.0,2011-05-09,2011-09-01,2011-09-01,100000.0,0.0,0.0,0.0,0.0,0.0,115.0,0
Ohm Universe,operating, Manufacturing ,|Manufacturing|,Unknown,Non-US/Unknown,Unknown,100000.0,1.0,2012-04-11,2012-06-18,2012-06-18,100000.0,0.0,0.0,0.0,0.0,0.0,68.0,0
OhmData,acquired, Services ,|Open Source|Databases|Services|,USA,CA,SF Bay Area,185000.0,1.0,2013-03-01,2014-04-02,2014-04-02,185000.0,0.0,0.0,0.0,0.0,0.0,397.0,0
Okanjo,operating, Cloud Infrastructure ,|Cloud Infrastructure|E-Commerce|,USA,WI,Milwaukee,1500000.0,1.0,2011-01-01,2011-11-10,2011-11-10,1500000.0,0.0,0.0,0.0,0.0,0.0,313.0,0
OKpanda,operating, Education ,|Education|,USA,NY,New York City,3000000.0,2.0,2012-11-01,2013-10-20,2014-08-17,3000000.0,0.0,0.0,0.0,0.0,0.0,353.0,301
Okta,operating, Enterprise Software ,|Enterprise Software|,USA,CA,SF Bay Area,155000000.0,7.0,2008-12-01,2009-09-02,2014-06-09,750000.0,153500000.0,0.0,10000000.0,16500000.0,25000000.0,275.0,1741
Oktopost,operating, Social Media ,|SaaS|B2B|Social Media|Social Media Marketing|Software|,ISR,Non-US/Unknown,ISR - Other,800000.0,1.0,2013-01-01,2013-11-07,2013-11-07,800000.0,0.0,0.0,0.0,0.0,0.0,310.0,0
Olapic,operating, Content ,|Photo Sharing|Shopping|Retail|E-Commerce|SaaS|Crowdsourcing|Content|Video|Photography|Curated Web|,USA,NY,New York City,6000000.0,3.0,2010-11-25,2011-09-16,2013-07-30,1000000.0,5000000.0,0.0,5000000.0,0.0,0.0,295.0,683
Olive Medical Corporation,closed, Manufacturing ,|Manufacturing|,USA,UT,Salt Lake City,2071500.0,3.0,2009-10-01,2009-10-21,2011-11-28,1000000.0,871500.0,0.0,0.0,0.0,0.0,20.0,768
Olo,operating, Restaurants ,|Restaurants|Technology|E-Commerce|,USA,NY,New York City,23250000.0,4.0,2005-01-01,2005-01-01,2014-10-24,1250000.0,22000000.0,0.0,7000000.0,5000000.0,10000000.0,0.0,3583
Olocode,operating, Software ,|Software|,GBR,Non-US/Unknown,London,454575.0,1.0,2012-01-01,2013-06-17,2013-06-17,454575.0,0.0,0.0,0.0,0.0,0.0,533.0,0
Olomomo Nut Company,operating, Hospitality ,|Hospitality|,USA,CO,Denver,62500.0,1.0,2008-01-01,2012-07-07,2012-07-07,62500.0,0.0,0.0,0.0,0.0,0.0,1649.0,0
OLSET,operating, Online Travel ,|Online Travel|Personalization|Big Data|Travel|Software|,USA,CA,SF Bay Area,1715000.0,4.0,2012-09-04,2013-10-07,2014-05-16,1715000.0,0.0,0.0,0.0,0.0,0.0,398.0,221
oLyfe,operating, Social Search ,|Ediscovery|Social Media|Social Search|Search|,USA,CA,SF Bay Area,150000.0,1.0,2010-01-01,2010-11-01,2010-11-01,150000.0,0.0,0.0,0.0,0.0,0.0,304.0,0
OM Latam,operating, Advertising ,|Advertising|,ARG,Non-US/Unknown,Buenos Aires,25000.0,1.0,2011-01-01,2012-08-01,2012-08-01,25000.0,0.0,0.0,0.0,0.0,0.0,578.0,0
Omada Health,operating, Education ,|Education|Health and Wellness|,USA,CA,SF Bay Area,29470000.0,5.0,2011-01-01,2011-05-01,2014-09-18,820000.0,27700000.0,0.0,4700000.0,23000000.0,0.0,120.0,1236
Ombitron,operating, Internet of Things ,|Telecommunications|Software|Internet of Things|M2M|Mobile|,USA,WA,Seattle,256960.0,2.0,2013-01-01,2013-04-22,2014-02-21,20000.0,0.0,0.0,0.0,0.0,0.0,111.0,305
Ombu,closed, Mobile ,|Mobile|,USA,CA,SF Bay Area,185000.0,2.0,2011-01-01,2012-03-15,2013-03-31,50000.0,0.0,135000.0,0.0,0.0,0.0,439.0,381
"OmbuShop, Tu Tienda Online",operating, E-Commerce ,|E-Commerce|,Unknown,Non-US/Unknown,Unknown,40000.0,2.0,2011-05-01,2012-08-21,2013-06-03,40000.0,0.0,0.0,0.0,0.0,0.0,478.0,286
Omegawave,operating, Mobile ,|Fitness|Mobile Health|Mobile|Health and Wellness|,FIN,Non-US/Unknown,Helsinki,3454037.0,2.0,2012-03-01,2012-04-01,2013-06-11,3454037.0,0.0,0.0,0.0,0.0,0.0,31.0,436
omelett.es,operating, Contact Management ,|Contact Management|Ticketing|Advertising|CRM|Consulting|,GBR,Non-US/Unknown,Coventry,43833.0,1.0,2009-01-01,2009-01-01,2009-01-01,43833.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ometria,operating, E-Commerce ,|SaaS|E-Commerce|Analytics|,GBR,Non-US/Unknown,London,2600000.0,3.0,2013-02-01,2013-02-01,2014-09-22,2000000.0,600000.0,0.0,0.0,0.0,0.0,0.0,598
Omgili,operating, Content ,|Content|Reviews and Recommendations|Forums|Search|,ISR,Non-US/Unknown,Tel Aviv,600000.0,1.0,2007-04-01,2007-04-01,2007-04-01,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Omise,operating, Marketplaces ,|Mobile Payments|Marketplaces|Payments|E-Commerce|,THA,Non-US/Unknown,Bangkok,300000.0,1.0,2013-05-05,2014-08-18,2014-08-18,300000.0,0.0,0.0,0.0,0.0,0.0,470.0,0
Ommven,closed, E-Commerce ,|E-Commerce|,GBR,Non-US/Unknown,London,120000.0,1.0,2010-09-01,2010-09-01,2010-09-01,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OMNI Retail Group,operating, Semantic Search ,|Big Data|SaaS|Semantic Search|Retail Technology|,USA,WA,Seattle,600000.0,1.0,2013-07-01,2014-03-01,2014-03-01,600000.0,0.0,0.0,0.0,0.0,0.0,243.0,0
OmniLytics,operating, Biotechnology ,|Biotechnology|,USA,UT,Salt Lake City,700000.0,2.0,1954-01-01,2010-12-03,2013-07-09,200000.0,500000.0,0.0,0.0,0.0,0.0,20790.0,949
Omnipaste,operating, Productivity Software ,|Productivity Software|Mobile|,ROM,Non-US/Unknown,Cluj-Napoca,109381.0,1.0,2013-03-01,2014-07-01,2014-07-01,109381.0,0.0,0.0,0.0,0.0,0.0,487.0,0
OmniStrat,operating, Project Management ,|Internet|Enterprises|B2B|SaaS|Task Management|Project Management|Software|,USA,MA,Boston,140000.0,1.0,2010-02-17,2011-03-01,2011-03-01,140000.0,0.0,0.0,0.0,0.0,0.0,377.0,0
OMsignal,operating, Hardware + Software ,|Hardware + Software|,CAN,QC,Montreal,11000000.0,2.0,2011-01-01,2013-06-05,2014-06-24,1000000.0,10000000.0,0.0,10000000.0,0.0,0.0,886.0,384
On The Run Tech,operating, Mobile ,|Mobile|,USA,CA,Los Angeles,1300000.0,1.0,2011-01-01,2012-11-22,2012-11-22,1300000.0,0.0,0.0,0.0,0.0,0.0,691.0,0
OnAir Player,operating, Mobile ,|Video Streaming|Mobile|Music|,USA,CA,SF Bay Area,150000.0,1.0,2012-01-01,2013-03-08,2013-03-08,150000.0,0.0,0.0,0.0,0.0,0.0,432.0,0
OnBeep,operating, Mobile ,|Mobile|,USA,CA,SF Bay Area,6750000.0,2.0,2013-01-01,2013-08-14,2014-08-20,500000.0,6250000.0,0.0,6250000.0,0.0,0.0,225.0,371
Oncoscope,operating, Health Care ,|Health Care|,USA,NC,Raleigh,3648148.0,3.0,2006-01-01,2010-05-18,2012-10-15,2000000.0,1198184.0,0.0,0.0,0.0,0.0,1598.0,881
OncoSec Medical,operating, Health Care ,|Health Care|,USA,CA,San Diego,31163000.0,4.0,2011-01-01,2011-07-01,2014-10-27,3000000.0,0.0,0.0,0.0,0.0,0.0,181.0,1214
Ondango,operating, Retail ,|Retail|Art|Music|Social Commerce|Facebook Applications|Shopping|Social Media|,DEU,Non-US/Unknown,Berlin,1170000.0,2.0,2010-10-01,2011-08-01,2012-09-08,1170000.0,0.0,0.0,0.0,0.0,0.0,304.0,404
ONDiGO Mobile CRM,operating, Sales Automation ,|Direct Sales|Sales Automation|Apps|Android|Small and Medium Businesses|Lead Management|Networking|Contact Management|CRM|Mobile|,USA,CA,SF Bay Area,470000.0,3.0,2012-03-01,2013-01-01,2013-11-01,350000.0,0.0,120000.0,0.0,0.0,0.0,306.0,304
Ondine Biomedical Inc.,operating, Biotechnology ,|Biotechnology|,CAN,BC,Vancouver,762851.0,2.0,1997-01-01,2009-09-11,2009-12-21,43360.0,719491.0,0.0,0.0,0.0,0.0,4636.0,101
Ondore,operating, Analytics ,|Analytics|,USA,CA,SF Bay Area,1500000.0,1.0,2005-01-01,2013-03-13,2013-03-13,1500000.0,0.0,0.0,0.0,0.0,0.0,2993.0,0
ONE Change,operating, Clean Technology ,|Clean Technology|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2009-01-01,2011-08-08,2011-08-08,40000.0,0.0,0.0,0.0,0.0,0.0,949.0,0
One Diary,operating, Software ,|Productivity Software|Software|,GBR,Non-US/Unknown,GBR - Other,100000.0,1.0,2013-09-01,2013-09-01,2013-09-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
One Exchange Street,operating, E-Commerce Platforms ,|E-Commerce Platforms|,USA,IL,Chicago,1000000.0,2.0,2011-01-01,2012-04-09,2012-04-10,1000000.0,0.0,0.0,0.0,0.0,0.0,464.0,1
One Jackson,acquired, E-Commerce ,|E-Commerce|,Unknown,Non-US/Unknown,Unknown,4000000.0,2.0,2012-03-12,2012-08-02,2012-08-07,4000000.0,0.0,0.0,0.0,0.0,0.0,143.0,5
One Public,operating, Mobile ,|Digital Media|Enterprise Software|Video|Mobile|,Unknown,Non-US/Unknown,Unknown,760000.0,3.0,2007-10-15,2008-12-01,2012-11-01,760000.0,0.0,0.0,0.0,0.0,0.0,413.0,1431
One Step Solutions,closed, iPhone ,|Software|iPad|iPhone|Mobile|,AUS,Non-US/Unknown,Sydney,30000.0,1.0,2011-06-01,2012-01-01,2012-01-01,30000.0,0.0,0.0,0.0,0.0,0.0,214.0,0
One-Song,closed, Music ,|Video Streaming|Music|,USA,NY,New York City,20000.0,1.0,2009-01-01,2009-06-01,2009-06-01,20000.0,0.0,0.0,0.0,0.0,0.0,151.0,0
One4All,operating, Humanitarian ,|Enterprises|Transaction Processing|Payments|Technology|Internet|Humanitarian|Nonprofits|,USA,ID,Boise,1375000.0,2.0,2011-02-01,2012-10-01,2014-04-24,625000.0,0.0,0.0,0.0,0.0,0.0,608.0,570
OneAway,operating, Local ,|Career Planning|Chat|Local|Social Media|Mobile|,USA,PA,Philadelphia,20000.0,1.0,2011-09-01,2011-09-01,2011-09-01,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OneDoc,operating, Curated Web ,|Health Care|Curated Web|,Unknown,Non-US/Unknown,Unknown,250000.0,1.0,2013-04-01,2013-06-01,2013-06-01,250000.0,0.0,0.0,0.0,0.0,0.0,61.0,0
Oneflare,operating, Startups ,|Startups|Professional Services|Marketplaces|Curated Web|,AUS,Non-US/Unknown,Sydney,1352000.0,2.0,2012-01-01,2013-06-17,2014-10-22,1352000.0,0.0,0.0,0.0,0.0,0.0,533.0,492
OneFold,operating, Big Data ,|SaaS|Big Data|Big Data Analytics|Information Technology|Technology|Software|Analytics|,USA,CA,SF Bay Area,720000.0,1.0,2013-04-01,2014-02-05,2014-02-05,720000.0,0.0,0.0,0.0,0.0,0.0,310.0,0
OneGoodLove.com,operating, Curated Web ,|Curated Web|,USA,CA,Los Angeles,900000.0,1.0,2011-10-01,2013-08-30,2013-08-30,900000.0,0.0,0.0,0.0,0.0,0.0,699.0,0
Onehub,operating, File Sharing ,|File Sharing|Enterprise Software|,USA,WA,Seattle,3000000.0,4.0,2007-10-15,2008-02-01,2013-05-09,750000.0,2050000.0,0.0,1300000.0,0.0,0.0,109.0,1924
OneMorePallet,operating, Logistics ,|Logistics|Technology|Apps|E-Commerce|,USA,OH,Cincinnati,775000.0,3.0,2012-01-01,2013-11-01,2014-06-17,475000.0,0.0,300000.0,0.0,0.0,0.0,670.0,228
Onepager,operating, B2B ,|B2B|Business Services|Small and Medium Businesses|Design|Web Development|Curated Web|,USA,NY,New York City,365000.0,2.0,2011-02-01,2011-10-13,2012-06-18,365000.0,0.0,0.0,0.0,0.0,0.0,254.0,249
OneProvider.com,operating, Web Hosting ,|Networking|Web Hosting|,CAN,QC,Montreal,140000.0,2.0,2012-03-21,2013-04-18,2013-11-17,140000.0,0.0,0.0,0.0,0.0,0.0,393.0,213
OneRecruit,operating, Software ,|Recruiting|Social Recruiting|Software|,DNK,Non-US/Unknown,Copenhagen,1000000.0,1.0,2010-01-01,2012-01-01,2012-01-01,1000000.0,0.0,0.0,0.0,0.0,0.0,730.0,0
OneRoomRate.com,closed, Curated Web ,|Hospitality|Curated Web|,USA,NJ,Newark,4000000.0,2.0,2007-11-01,2008-01-01,2009-01-01,1000000.0,0.0,3000000.0,0.0,0.0,0.0,61.0,366
OneSeed Expeditions,operating, Travel ,|Travel|,USA,CO,Denver,40000.0,1.0,2010-01-01,2012-07-18,2012-07-18,40000.0,0.0,0.0,0.0,0.0,0.0,929.0,0
OneTok,operating, Software ,|Software|,USA,NY,New York City,1499998.0,1.0,2011-01-01,2012-03-21,2012-03-21,1499998.0,0.0,0.0,0.0,0.0,0.0,445.0,0
OneTouch,operating, Enterprise Software ,|Enterprise Software|,AUS,Non-US/Unknown,Melbourne,400000.0,2.0,2011-11-01,2013-03-01,2014-03-13,150000.0,0.0,0.0,0.0,0.0,0.0,486.0,377
OneTrueFan,acquired, Curated Web ,|Curated Web|,USA,CA,SF Bay Area,1200000.0,1.0,2010-07-01,2010-09-01,2010-09-01,1200000.0,0.0,0.0,0.0,0.0,0.0,62.0,0
Onevest,operating, Startups ,|Startups|,USA,NY,New York City,3300000.0,1.0,2014-01-01,2014-07-16,2014-07-16,3300000.0,0.0,0.0,0.0,0.0,0.0,196.0,0
Onfido,operating, Internet ,|Internet|Security|Software|,GBR,Non-US/Unknown,London,900000.0,3.0,2012-01-01,2012-08-01,2014-08-01,900000.0,0.0,0.0,0.0,0.0,0.0,213.0,730
ONFocus Healthcare,acquired, Enterprise Software ,|Health Care|Hospitals|Consulting|Enterprise Software|Software|,USA,TN,Nashville,4332943.0,5.0,1985-01-01,2010-04-14,2014-05-27,500000.0,3000000.0,0.0,0.0,3000000.0,0.0,9234.0,1504
Onformonics,operating, SaaS ,|SaaS|Security|,LUX,Non-US/Unknown,Esch-sur-alzette,1702200.0,2.0,2008-04-01,2009-11-01,2010-02-26,1702200.0,0.0,0.0,0.0,0.0,0.0,579.0,117
OnHand,operating, Consumer Electronics ,|Technology|Design|Consumer Electronics|,USA,MA,Boston,500000.0,1.0,2010-01-01,2014-06-23,2014-06-23,500000.0,0.0,0.0,0.0,0.0,0.0,1634.0,0
onkea,operating, Education ,|Tutoring|Education|,CAN,BC,Vancouver,500000.0,1.0,2013-01-01,2013-07-22,2013-07-22,500000.0,0.0,0.0,0.0,0.0,0.0,202.0,0
OnKure,operating, Biotechnology ,|Biotechnology|,USA,CO,Denver,599705.0,1.0,2011-01-01,2013-06-04,2013-06-04,599705.0,0.0,0.0,0.0,0.0,0.0,885.0,0
ONL Therapeutics,operating, Biotechnology ,|Biotechnology|,USA,MI,Detroit,1871810.0,2.0,2011-01-01,2014-07-02,2014-11-12,501810.0,0.0,0.0,0.0,0.0,0.0,1278.0,133
Only Mallorca,operating, Real Estate ,|Real Estate|,ESP,Non-US/Unknown,ESP - Other,263760.0,2.0,2012-01-01,2013-01-01,2013-02-22,65970.0,0.0,197790.0,0.0,0.0,0.0,366.0,52
OnMyBlock,operating, Mobile ,|Mobile|Internet|Real Estate|Curated Web|,Unknown,Non-US/Unknown,Unknown,840386.0,1.0,2013-06-01,2014-02-12,2014-02-12,840386.0,0.0,0.0,0.0,0.0,0.0,256.0,0
ONOFFMIX (?????),operating, Meeting Software ,|Events|Meeting Software|E-Commerce|,KOR,Non-US/Unknown,Seoul,569518.0,2.0,2010-02-09,2012-10-05,2014-01-08,569518.0,0.0,0.0,0.0,0.0,0.0,969.0,460
Onomondo,operating, Social Network Media ,|Social Network Media|Telecommunications|Software|,DNK,Non-US/Unknown,DNK - Other,1542750.0,2.0,2012-01-01,2014-02-23,2014-11-21,1542750.0,0.0,0.0,0.0,0.0,0.0,784.0,271
OnShift,operating, Health Care ,|Health Care|SaaS|Software|,USA,OH,Cleveland,14133008.0,4.0,2008-01-01,2009-09-02,2014-02-03,350000.0,13783008.0,0.0,0.0,4483008.0,7000000.0,610.0,1615
Onsite Care,operating, Health and Wellness ,|Health and Wellness|,USA,UT,Salt Lake City,1750000.0,1.0,2007-01-01,2013-02-21,2013-02-21,1750000.0,0.0,0.0,0.0,0.0,0.0,2243.0,0
OnSwipe,acquired, Mobile ,|Mobile|Advertising|,USA,NY,New York City,6000000.0,3.0,2010-01-01,2011-01-13,2012-01-01,1000000.0,5000000.0,0.0,0.0,0.0,0.0,377.0,353
OnTheRoad,operating, Facebook Applications ,|Facebook Applications|Android|iPhone|Photography|Journalism|Travel|,USA,WA,Seattle,210000.0,1.0,2007-12-01,2007-12-01,2007-12-01,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Oohly,operating, Digital Media ,|Television|Digital Media|E-Commerce|,USA,KS,Kansas City,180000.0,1.0,2011-11-24,2014-03-24,2014-03-24,180000.0,0.0,0.0,0.0,0.0,0.0,851.0,0
OONi,operating, Games ,|Games|,Unknown,Non-US/Unknown,Unknown,40000.0,1.0,2011-09-01,2012-11-08,2012-11-08,40000.0,0.0,0.0,0.0,0.0,0.0,434.0,0
Oony,operating, Software ,|Artificial Intelligence|Mobile|Coupons|Discounts|Software|Curated Web|,ARG,Non-US/Unknown,Buenos Aires,175000.0,2.0,2010-03-01,2011-01-01,2011-09-01,25000.0,150000.0,0.0,0.0,0.0,0.0,306.0,243
oort Inc,operating, Internet of Things ,|Internet of Things|,USA,CA,SF Bay Area,1000000.0,1.0,2013-03-17,2014-07-23,2014-07-23,1000000.0,0.0,0.0,0.0,0.0,0.0,493.0,0
Ooshot,operating, Curated Web ,|Curated Web|Business Services|Photography|,FRA,Non-US/Unknown,Franche-Comte,150000.0,1.0,2012-12-01,2012-12-01,2012-12-01,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OOTU,operating, Semantic Web ,|Apps|Entertainment|Semantic Web|,USA,CA,SF Bay Area,325000.0,1.0,2007-01-01,2014-07-07,2014-07-07,325000.0,0.0,0.0,0.0,0.0,0.0,2744.0,0
Opal Labs,operating, Software ,|Enterprise Software|Software|,USA,OR,"Portland, Oregon",10100000.0,2.0,2010-10-01,2013-11-25,2014-10-03,2100000.0,8000000.0,0.0,8000000.0,0.0,0.0,1151.0,312
Opality,operating, Web Hosting ,|Web Hosting|,ZAF,Non-US/Unknown,Cape Town,149218.0,1.0,2009-01-17,2009-01-18,2009-01-18,149218.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Opara,operating, Mobile ,|Big Data|Analytics|Business Intelligence|SaaS|Mobile|,IRL,Non-US/Unknown,Dublin,20118.0,1.0,2010-09-16,2012-02-26,2012-02-26,20118.0,0.0,0.0,0.0,0.0,0.0,528.0,0
OpDemand,operating, Enterprise Software ,|PaaS|Enterprise Software|,USA,CO,Denver,2650000.0,3.0,2011-01-01,2011-08-01,2014-04-13,2650000.0,0.0,0.0,0.0,0.0,0.0,212.0,986
Opegi Holdings,operating, Hardware + Software ,|Hardware + Software|,USA,CT,Hartford,56700.0,1.0,2010-01-01,2011-07-01,2011-07-01,56700.0,0.0,0.0,0.0,0.0,0.0,546.0,0
Open Advance,operating, Consulting ,|Consulting|Software|Training|,Unknown,Non-US/Unknown,Unknown,150000.0,1.0,2005-03-06,2012-07-18,2012-07-18,150000.0,0.0,0.0,0.0,0.0,0.0,2691.0,0
